1765908736.348951 server started (26601): version 3.6a, socket /tmp/tmux-1000/default, protocol 8
1765908736.348989 on Linux 6.17.9-arch1-1 #1 SMP PREEMPT_DYNAMIC Mon, 24 Nov 2025 15:21:09 +0000
1765908736.348999 using libevent 2.1.12-stable poll
1765908736.349003 using ncurses 6.5 20240427
1765908736.498816 alacritty 173: kpp: (string) \\033[5~
1765908736.498818 alacritty 174: kPRV: (string) \\033[5;2~
1765908736.498819 alacritty 175: kPRV3: (string) \\033[5;3~
1765908736.498823 alacritty 176: kPRV4: (string) \\033[5;4~
1765908736.498824 alacritty 177: kPRV5: (string) \\033[5;5~
1765908736.498825 alacritty 178: kPRV6: (string) \\033[5;6~
1765908736.498827 alacritty 179: kPRV7: (string) \\033[5;7~
1765908736.498828 alacritty 180: kri: (string) \\033[1;2A
1765908736.498829 alacritty 181: kRIT: (string) \\033[1;2C
1765908736.498831 alacritty 182: kRIT3: (string) \\033[1;3C
1765908736.498832 alacritty 183: kRIT4: (string) \\033[1;4C
1765908736.498833 alacritty 184: kRIT5: (string) \\033[1;5C
1765908736.498835 alacritty 185: kRIT6: (string) \\033[1;6C
1765908736.498836 alacritty 186: kRIT7: (string) \\033[1;7C
1765908736.498837 alacritty 187: kUP: (string) \\033[1;2A
1765908736.498839 alacritty 188: kUP3: (string) \\033[1;3A
1765908736.498840 alacritty 189: kUP4: (string) \\033[1;4A
1765908736.498841 alacritty 190: kUP5: (string) \\033[1;5A
1765908736.498843 alacritty 191: kUP6: (string) \\033[1;6A
1765908736.498844 alacritty 192: kUP7: (string) \\033[1;7A
1765908736.498846 alacritty 193: Ms: (string) \\033]52;%p1%s;%p2%s\\a
1765908736.498847 alacritty 194: Nobr: [missing]
1765908736.498848 alacritty 195: ol: [missing]
1765908736.498850 alacritty 196: op: (string) \\033[39;49m
1765908736.498851 alacritty 197: Rect: [missing]
1765908736.498852 alacritty 198: rev: (string) \\033[7m
1765908736.498853 alacritty 199: RGB: [missing]
1765908736.498855 alacritty 200: ri: (string) \\033M
1765908736.498856 alacritty 201: rin: (string) \\033[%p1%dT
1765908736.498857 alacritty 202: rmacs: (string) \\033(B
1765908736.498859 alacritty 203: rmcup: (string) \\033[?1049l\\033[23;0;0t
1765908736.498860 alacritty 204: rmkx: (string) \\033[?1l\\033>
1765908736.498862 alacritty 205: Se: (string) \\033[0 q
1765908736.498864 alacritty 206: setab: (string) \\033[%?%p1%{8}%<%t4%p1%d%e%p1%{16}%<%t10%p1%{8}%-%d%e48;5;%p1%d%;m
1765908736.498865 alacritty 207: setaf: (string) \\033[%?%p1%{8}%<%t3%p1%d%e%p1%{16}%<%t9%p1%{8}%-%d%e38;5;%p1%d%;m
1765908736.498867 alacritty 208: setal: [missing]
1765908736.498868 alacritty 209: setrgbb: (string) \\033[48;2;%p1%d;%p2%d;%p3%dm
1765908736.498870 alacritty 210: setrgbf: (string) \\033[38;2;%p1%d;%p2%d;%p3%dm
1765908736.498871 alacritty 211: Setulc: [missing]
1765908736.498872 alacritty 212: Setulc1: [missing]
1765908736.498874 alacritty 213: sgr0: (string) \\033(B\\033[m
1765908736.498875 alacritty 214: sitm: (string) \\033[3m
1765908736.498876 alacritty 215: smacs: (string) \\033(0
1765908736.498878 alacritty 216: smcup: (string) \\033[?1049h\\033[22;0;0t
1765908736.498879 alacritty 217: smkx: (string) \\033[?1h\\033=
1765908736.498880 alacritty 218: Smol: [missing]
1765908736.498882 alacritty 219: smso: (string) \\033[7m
1765908736.498883 alacritty 220: smul: (string) \\033[4m
1765908736.498885 alacritty 221: Smulx: (string) \\033[4:%p1%dm
1765908736.498886 alacritty 222: smxx: (string) \\033[9m
1765908736.498887 alacritty 223: Sxl: [missing]
1765908736.498888 alacritty 224: Ss: (string) \\033[%p1%d q
1765908736.498890 alacritty 225: Swd: [missing]
1765908736.498891 alacritty 226: Sync: [missing]
1765908736.498892 alacritty 227: Tc: [missing]
1765908736.498893 alacritty 228: tsl: (string) \\033]0;
1765908736.498895 alacritty 229: U8: [missing]
1765908736.498896 alacritty 230: vpa: (string) \\033[%i%p1%dd
1765908736.498898 alacritty 231: XT: (flag) true
1765908736.498904 /dev/pts/0: \033[?1049h\033[22;0;0t
1765908736.498906 /dev/pts/0: \033[?1h\033=
1765908736.498907 /dev/pts/0: \033[H\033[2J
1765908736.498908 /dev/pts/0: using UTF-8 for ACS
1765908736.498911 /dev/pts/0: \033[?12l\033[?25h
1765908736.498912 /dev/pts/0: \033[?1000l\033[?1002l\033[?1003l
1765908736.498914 /dev/pts/0: \033[?1006l\033[?1005l
1765908736.498915 /dev/pts/0: \033[?2004h
1765908736.498916 /dev/pts/0: \033[?2031h\033[?996n
1765908736.498917 /dev/pts/0: start timer started
1765908736.498919 /dev/pts/0: \033(B\033[m
1765908736.498920 /dev/pts/0: \033[?12l\033[?25h
1765908736.498922 /dev/pts/0: current mode ALL
1765908736.498923 /dev/pts/0: setting mode CURSOR
1765908736.498925 /dev/pts/0: \033[?1006l\033[?1000l\033[?1002l\033[?1003l
1765908736.498935 /dev/pts/0: \033[1;1H
1765908736.498937 /dev/pts/0: \033[1;42r
1765908736.498939 new key \033[1;2P: 0x40000010e25b (S-F1)
1765908736.498941 new key \033[1;3P: 0x810000010e25b (M-F1[I])
1765908736.498943 new key \033[1;4P: 0x850000010e25b (M-S-F1[I])
1765908736.498944 new key \033[1;5P: 0x20000010e25b (C-F1)
1765908736.498945 new key \033[1;6P: 0x60000010e25b (C-S-F1)
1765908736.498947 new key \033[1;7P: 0x830000010e25b (C-M-F1[I])
1765908736.498949 new key \033[1;8P: 0x870000010e25b (C-M-S-F1[I])
1765908736.498950 new key \033[1;9P: 0x810000010e25b (M-F1[I])
1765908736.498951 new key \033O1;2P: 0x40000010e25b (S-F1)
1765908736.498953 new key \033O1;3P: 0x810000010e25b (M-F1[I])
1765908736.498955 new key \033O1;4P: 0x850000010e25b (M-S-F1[I])
1765908736.498956 new key \033O1;5P: 0x20000010e25b (C-F1)
1765908736.498958 new key \033O1;6P: 0x60000010e25b (C-S-F1)
1765908736.498959 new key \033O1;7P: 0x830000010e25b (C-M-F1[I])
1765908736.498961 new key \033O1;8P: 0x870000010e25b (C-M-S-F1[I])
1765908736.498962 new key \033O1;9P: 0x810000010e25b (M-F1[I])
1765908736.498964 new key \033O2P: 0x40000010e25b (S-F1)
1765908736.498965 new key \033O3P: 0x810000010e25b (M-F1[I])
1765908736.498966 new key \033O4P: 0x850000010e25b (M-S-F1[I])
1765908736.498968 new key \033O5P: 0x20000010e25b (C-F1)
1765908736.498969 new key \033O6P: 0x60000010e25b (C-S-F1)
1765908736.498971 new key \033O7P: 0x830000010e25b (C-M-F1[I])
1765908736.498972 new key \033O8P: 0x870000010e25b (C-M-S-F1[I])
1765908736.498974 new key \033O9P: 0x810000010e25b (M-F1[I])
1765908736.498975 new key \033[1;2Q: 0x40000010e25c (S-F2)
1765908736.498977 new key \033[1;3Q: 0x810000010e25c (M-F2[I])
1765908736.498978 new key \033[1;4Q: 0x850000010e25c (M-S-F2[I])
1765908736.498979 new key \033[1;5Q: 0x20000010e25c (C-F2)
1765908736.498981 new key \033[1;6Q: 0x60000010e25c (C-S-F2)
1765908736.498982 new key \033[1;7Q: 0x830000010e25c (C-M-F2[I])
1765908736.498984 new key \033[1;8Q: 0x870000010e25c (C-M-S-F2[I])
1765908736.498985 new key \033[1;9Q: 0x810000010e25c (M-F2[I])
1765908736.498987 new key \033O1;2Q: 0x40000010e25c (S-F2)
1765908736.498988 new key \033O1;3Q: 0x810000010e25c (M-F2[I])
1765908736.498989 new key \033O1;4Q: 0x850000010e25c (M-S-F2[I])
1765908736.498991 new key \033O1;5Q: 0x20000010e25c (C-F2)
1765908736.498992 new key \033O1;6Q: 0x60000010e25c (C-S-F2)
1765908736.498994 new key \033O1;7Q: 0x830000010e25c (C-M-F2[I])
1765908736.498995 new key \033O1;8Q: 0x870000010e25c (C-M-S-F2[I])
1765908736.498996 new key \033O1;9Q: 0x810000010e25c (M-F2[I])
1765908736.498998 new key \033O2Q: 0x40000010e25c (S-F2)
1765908736.498999 new key \033O3Q: 0x810000010e25c (M-F2[I])
1765908736.499001 new key \033O4Q: 0x850000010e25c (M-S-F2[I])
1765908736.499002 new key \033O5Q: 0x20000010e25c (C-F2)
1765908736.499004 new key \033O6Q: 0x60000010e25c (C-S-F2)
1765908736.499005 new key \033O7Q: 0x830000010e25c (C-M-F2[I])
1765908736.499006 new key \033O8Q: 0x870000010e25c (C-M-S-F2[I])
1765908736.499008 new key \033O9Q: 0x810000010e25c (M-F2[I])
1765908736.499009 new key \033[1;2R: 0x40000010e25d (S-F3)
1765908736.499011 new key \033[1;3R: 0x810000010e25d (M-F3[I])
1765908736.499012 new key \033[1;4R: 0x850000010e25d (M-S-F3[I])
1765908736.499014 new key \033[1;5R: 0x20000010e25d (C-F3)
1765908736.499015 new key \033[1;6R: 0x60000010e25d (C-S-F3)
1765908736.499017 new key \033[1;7R: 0x830000010e25d (C-M-F3[I])
1765908736.499018 new key \033[1;8R: 0x870000010e25d (C-M-S-F3[I])
1765908736.499021 new key \033[1;9R: 0x810000010e25d (M-F3[I])
1765908736.499023 new key \033O1;2R: 0x40000010e25d (S-F3)
1765908736.499025 new key \033O1;3R: 0x810000010e25d (M-F3[I])
1765908736.499026 new key \033O1;4R: 0x850000010e25d (M-S-F3[I])
1765908736.499027 new key \033O1;5R: 0x20000010e25d (C-F3)
1765908736.499029 new key \033O1;6R: 0x60000010e25d (C-S-F3)
1765908736.499030 new key \033O1;7R: 0x830000010e25d (C-M-F3[I])
1765908736.499032 new key \033O1;8R: 0x870000010e25d (C-M-S-F3[I])
1765908736.499033 new key \033O1;9R: 0x810000010e25d (M-F3[I])
1765908736.499035 new key \033O2R: 0x40000010e25d (S-F3)
1765908736.499036 new key \033O3R: 0x810000010e25d (M-F3[I])
1765908736.499037 new key \033O4R: 0x850000010e25d (M-S-F3[I])
1765908736.499039 new key \033O5R: 0x20000010e25d (C-F3)
1765908736.499040 new key \033O6R: 0x60000010e25d (C-S-F3)
1765908736.499042 new key \033O7R: 0x830000010e25d (C-M-F3[I])
1765908736.499043 new key \033O8R: 0x870000010e25d (C-M-S-F3[I])
1765908736.499045 new key \033O9R: 0x810000010e25d (M-F3[I])
1765908736.499046 new key \033[1;2S: 0x40000010e25e (S-F4)
1765908736.499048 new key \033[1;3S: 0x810000010e25e (M-F4[I])
1765908736.499049 new key \033[1;4S: 0x850000010e25e (M-S-F4[I])
1765908736.499051 new key \033[1;5S: 0x20000010e25e (C-F4)
1765908736.499052 new key \033[1;6S: 0x60000010e25e (C-S-F4)
1765908736.499054 new key \033[1;7S: 0x830000010e25e (C-M-F4[I])
1765908736.499055 new key \033[1;8S: 0x870000010e25e (C-M-S-F4[I])
1765908736.499057 new key \033[1;9S: 0x810000010e25e (M-F4[I])
1765908736.499058 new key \033O1;2S: 0x40000010e25e (S-F4)
1765908736.499060 new key \033O1;3S: 0x810000010e25e (M-F4[I])
1765908736.499061 new key \033O1;4S: 0x850000010e25e (M-S-F4[I])
1765908736.499063 new key \033O1;5S: 0x20000010e25e (C-F4)
1765908736.499064 new key \033O1;6S: 0x60000010e25e (C-S-F4)
1765908736.499066 new key \033O1;7S: 0x830000010e25e (C-M-F4[I])
1765908736.499067 new key \033O1;8S: 0x870000010e25e (C-M-S-F4[I])
1765908736.499069 new key \033O1;9S: 0x810000010e25e (M-F4[I])
1765908736.499070 new key \033O2S: 0x40000010e25e (S-F4)
1765908736.499071 new key \033O3S: 0x810000010e25e (M-F4[I])
1765908736.499073 new key \033O4S: 0x850000010e25e (M-S-F4[I])
1765908736.499074 new key \033O5S: 0x20000010e25e (C-F4)
1765908736.499076 new key \033O6S: 0x60000010e25e (C-S-F4)
1765908736.499077 new key \033O7S: 0x830000010e25e (C-M-F4[I])
1765908736.499079 new key \033O8S: 0x870000010e25e (C-M-S-F4[I])
1765908736.499080 new key \033O9S: 0x810000010e25e (M-F4[I])
1765908736.499082 new key \033[15;2~: 0x40000010e25f (S-F5)
1765908736.499083 new key \033[15;3~: 0x810000010e25f (M-F5[I])
1765908736.499085 new key \033[15;4~: 0x850000010e25f (M-S-F5[I])
1765908736.499086 new key \033[15;5~: 0x20000010e25f (C-F5)
1765908736.499088 new key \033[15;6~: 0x60000010e25f (C-S-F5)
1765908736.499089 new key \033[15;7~: 0x830000010e25f (C-M-F5[I])
1765908736.499091 new key \033[15;8~: 0x870000010e25f (C-M-S-F5[I])
1765908736.499092 new key \033[15;9~: 0x810000010e25f (M-F5[I])
1765908736.499094 new key \033[17;2~: 0x40000010e260 (S-F6)
1765908736.499095 new key \033[17;3~: 0x810000010e260 (M-F6[I])
1765908736.499097 new key \033[17;4~: 0x850000010e260 (M-S-F6[I])
1765908736.499099 new key \033[17;5~: 0x20000010e260 (C-F6)
1765908736.499100 new key \033[17;6~: 0x60000010e260 (C-S-F6)
1765908736.499102 new key \033[17;7~: 0x830000010e260 (C-M-F6[I])
1765908736.499103 new key \033[17;8~: 0x870000010e260 (C-M-S-F6[I])
1765908736.499105 new key \033[17;9~: 0x810000010e260 (M-F6[I])
1765908736.499106 new key \033[18;2~: 0x40000010e261 (S-F7)
1765908736.499108 new key \033[18;3~: 0x810000010e261 (M-F7[I])
1765908736.499109 new key \033[18;4~: 0x850000010e261 (M-S-F7[I])
1765908736.499111 new key \033[18;5~: 0x20000010e261 (C-F7)
1765908736.499112 new key \033[18;6~: 0x60000010e261 (C-S-F7)
1765908736.499114 new key \033[18;7~: 0x830000010e261 (C-M-F7[I])
1765908736.499115 new key \033[18;8~: 0x870000010e261 (C-M-S-F7[I])
1765908736.499117 new key \033[18;9~: 0x810000010e261 (M-F7[I])
1765908736.499120 new key \033[19;2~: 0x40000010e262 (S-F8)
1765908736.499121 new key \033[19;3~: 0x810000010e262 (M-F8[I])
1765908736.499123 new key \033[19;4~: 0x850000010e262 (M-S-F8[I])
1765908736.499124 new key \033[19;5~: 0x20000010e262 (C-F8)
1765908736.499126 new key \033[19;6~: 0x60000010e262 (C-S-F8)
1765908736.499127 new key \033[19;7~: 0x830000010e262 (C-M-F8[I])
1765908736.499129 new key \033[19;8~: 0x870000010e262 (C-M-S-F8[I])
1765908736.499130 new key \033[19;9~: 0x810000010e262 (M-F8[I])
1765908736.499132 new key \033[20;2~: 0x40000010e263 (S-F9)
1765908736.499133 new key \033[20;3~: 0x810000010e263 (M-F9[I])
1765908736.499135 new key \033[20;4~: 0x850000010e263 (M-S-F9[I])
1765908736.499144 new key \033[20;5~: 0x20000010e263 (C-F9)
1765908736.499147 new key \033[20;6~: 0x60000010e263 (C-S-F9)
1765908736.499149 new key \033[20;7~: 0x830000010e263 (C-M-F9[I])
1765908736.499150 new key \033[20;8~: 0x870000010e263 (C-M-S-F9[I])
1765908736.499152 new key \033[20;9~: 0x810000010e263 (M-F9[I])
1765908736.499153 new key \033[21;2~: 0x40000010e264 (S-F10)
1765908736.499154 new key \033[21;3~: 0x810000010e264 (M-F10[I])
1765908736.499156 new key \033[21;4~: 0x850000010e264 (M-S-F10[I])
1765908736.499158 new key \033[21;5~: 0x20000010e264 (C-F10)
1765908736.499159 new key \033[21;6~: 0x60000010e264 (C-S-F10)
1765908736.499160 new key \033[21;7~: 0x830000010e264 (C-M-F10[I])
1765908736.499162 new key \033[21;8~: 0x870000010e264 (C-M-S-F10[I])
1765908736.499164 new key \033[21;9~: 0x810000010e264 (M-F10[I])
1765908736.499165 new key \033[23;2~: 0x40000010e265 (S-F11)
1765908736.499167 new key \033[23;3~: 0x810000010e265 (M-F11[I])
1765908736.499168 new key \033[23;4~: 0x850000010e265 (M-S-F11[I])
1765908736.499170 new key \033[23;5~: 0x20000010e265 (C-F11)
1765908736.499172 new key \033[23;6~: 0x60000010e265 (C-S-F11)
1765908736.499173 new key \033[23;7~: 0x830000010e265 (C-M-F11[I])
1765908736.499175 new key \033[23;8~: 0x870000010e265 (C-M-S-F11[I])
1765908736.499176 new key \033[23;9~: 0x810000010e265 (M-F11[I])
1765908736.499178 new key \033[24;2~: 0x40000010e266 (S-F12)
1765908736.499179 new key \033[24;3~: 0x810000010e266 (M-F12[I])
1765908736.499181 new key \033[24;4~: 0x850000010e266 (M-S-F12[I])
1765908736.499182 new key \033[24;5~: 0x20000010e266 (C-F12)
1765908736.499184 new key \033[24;6~: 0x60000010e266 (C-S-F12)
1765908736.499185 new key \033[24;7~: 0x830000010e266 (C-M-F12[I])
1765908736.499187 new key \033[24;8~: 0x870000010e266 (C-M-S-F12[I])
1765908736.499188 new key \033[24;9~: 0x810000010e266 (M-F12[I])
1765908736.499190 new key \033[1;2A: 0x40000010e26e (S-Up)
1765908736.499192 new key \033[1;3A: 0x810000010e26e (M-Up[I])
1765908736.499195 new key \033[1;4A: 0x850000010e26e (M-S-Up[I])
1765908736.499196 new key \033[1;5A: 0x20000010e26e (C-Up)
1765908736.499198 new key \033[1;6A: 0x60000010e26e (C-S-Up)
1765908736.499200 new key \033[1;7A: 0x830000010e26e (C-M-Up[I])
1765908736.499201 new key \033[1;8A: 0x870000010e26e (C-M-S-Up[I])
1765908736.499203 new key \033[1;9A: 0x810000010e26e (M-Up[I])
1765908736.499204 new key \033[1;2B: 0x40000010e26f (S-Down)
1765908736.499206 new key \033[1;3B: 0x810000010e26f (M-Down[I])
1765908736.499207 new key \033[1;4B: 0x850000010e26f (M-S-Down[I])
1765908736.499209 new key \033[1;5B: 0x20000010e26f (C-Down)
1765908736.499210 new key \033[1;6B: 0x60000010e26f (C-S-Down)
1765908736.499212 new key \033[1;7B: 0x830000010e26f (C-M-Down[I])
1765908736.499213 new key \033[1;8B: 0x870000010e26f (C-M-S-Down[I])
1765908736.499215 new key \033[1;9B: 0x810000010e26f (M-Down[I])
1765908736.499216 new key \033[1;2C: 0x40000010e271 (S-Right)
1765908736.499218 new key \033[1;3C: 0x810000010e271 (M-Right[I])
1765908736.499219 new key \033[1;4C: 0x850000010e271 (M-S-Right[I])
1765908736.499221 new key \033[1;5C: 0x20000010e271 (C-Right)
1765908736.499222 new key \033[1;6C: 0x60000010e271 (C-S-Right)
1765908736.499224 new key \033[1;7C: 0x830000010e271 (C-M-Right[I])
1765908736.499226 new key \033[1;8C: 0x870000010e271 (C-M-S-Right[I])
1765908736.499227 new key \033[1;9C: 0x810000010e271 (M-Right[I])
1765908736.499234 new key \033[1;2D: 0x40000010e270 (S-Left)
1765908736.499235 new key \033[1;3D: 0x810000010e270 (M-Left[I])
1765908736.499237 new key \033[1;4D: 0x850000010e270 (M-S-Left[I])
1765908736.499238 new key \033[1;5D: 0x20000010e270 (C-Left)
1765908736.499240 new key \033[1;6D: 0x60000010e270 (C-S-Left)
1765908736.499242 new key \033[1;7D: 0x830000010e270 (C-M-Left[I])
1765908736.499243 new key \033[1;8D: 0x870000010e270 (C-M-S-Left[I])
1765908736.499245 new key \033[1;9D: 0x810000010e270 (M-Left[I])
1765908736.499246 new key \033[1;2H: 0x40000010e269 (S-Home)
1765908736.499248 new key \033[1;3H: 0x810000010e269 (M-Home[I])
1765908736.499249 new key \033[1;4H: 0x850000010e269 (M-S-Home[I])
1765908736.499251 new key \033[1;5H: 0x20000010e269 (C-Home)
1765908736.499252 new key \033[1;6H: 0x60000010e269 (C-S-Home)
1765908736.499254 new key \033[1;7H: 0x830000010e269 (C-M-Home[I])
1765908736.499255 new key \033[1;8H: 0x870000010e269 (C-M-S-Home[I])
1765908736.499257 new key \033[1;9H: 0x810000010e269 (M-Home[I])
1765908736.499258 new key \033[1;2F: 0x40000010e26a (S-End)
1765908736.499260 new key \033[1;3F: 0x810000010e26a (M-End[I])
1765908736.499261 new key \033[1;4F: 0x850000010e26a (M-S-End[I])
1765908736.499263 new key \033[1;5F: 0x20000010e26a (C-End)
1765908736.499264 new key \033[1;6F: 0x60000010e26a (C-S-End)
1765908736.499266 new key \033[1;7F: 0x830000010e26a (C-M-End[I])
1765908736.499267 new key \033[1;8F: 0x870000010e26a (C-M-S-End[I])
1765908736.499269 new key \033[1;9F: 0x810000010e26a (M-End[I])
1765908736.499270 new key \033[5;2~: 0x40000010e26c (S-PPage)
1765908736.499272 new key \033[5;3~: 0x810000010e26c (M-PPage[I])
1765908736.499273 new key \033[5;4~: 0x850000010e26c (M-S-PPage[I])
1765908736.499275 new key \033[5;5~: 0x20000010e26c (C-PPage)
1765908736.499277 new key \033[5;6~: 0x60000010e26c (C-S-PPage)
1765908736.499278 new key \033[5;7~: 0x830000010e26c (C-M-PPage[I])
1765908736.499280 new key \033[5;8~: 0x870000010e26c (C-M-S-PPage[I])
1765908736.499281 new key \033[5;9~: 0x810000010e26c (M-PPage[I])
1765908736.499283 new key \033[6;2~: 0x40000010e26b (S-NPage)
1765908736.499284 new key \033[6;3~: 0x810000010e26b (M-NPage[I])
1765908736.499286 new key \033[6;4~: 0x850000010e26b (M-S-NPage[I])
1765908736.499287 new key \033[6;5~: 0x20000010e26b (C-NPage)
1765908736.499289 new key \033[6;6~: 0x60000010e26b (C-S-NPage)
1765908736.499290 new key \033[6;7~: 0x830000010e26b (C-M-NPage[I])
1765908736.499292 new key \033[6;8~: 0x870000010e26b (C-M-S-NPage[I])
1765908736.499293 new key \033[6;9~: 0x810000010e26b (M-NPage[I])
1765908736.499295 new key \033[2;2~: 0x40000010e267 (S-IC)
1765908736.499297 new key \033[2;3~: 0x810000010e267 (M-IC[I])
1765908736.499298 new key \033[2;4~: 0x850000010e267 (M-S-IC[I])
1765908736.499300 new key \033[2;5~: 0x20000010e267 (C-IC)
1765908736.499301 new key \033[2;6~: 0x60000010e267 (C-S-IC)
1765908736.499303 new key \033[2;7~: 0x830000010e267 (C-M-IC[I])
1765908736.499305 new key \033[2;8~: 0x870000010e267 (C-M-S-IC[I])
1765908736.499306 new key \033[2;9~: 0x810000010e267 (M-IC[I])
1765908736.499308 new key \033[3;2~: 0x40000010e268 (S-DC)
1765908736.499309 new key \033[3;3~: 0x810000010e268 (M-DC[I])
1765908736.499311 new key \033[3;4~: 0x850000010e268 (M-S-DC[I])
1765908736.499312 new key \033[3;5~: 0x20000010e268 (C-DC)
1765908736.499314 new key \033[3;6~: 0x60000010e268 (C-S-DC)
1765908736.499316 new key \033[3;7~: 0x830000010e268 (C-M-DC[I])
1765908736.499317 new key \033[3;8~: 0x870000010e268 (C-M-S-DC[I])
1765908736.499319 new key \033[3;9~: 0x810000010e268 (M-DC[I])
1765908736.499320 new key \033O[: 0x1b (Escape)
1765908736.499322 new key \033Oo: 0x200000010e272 (KP/[K])
1765908736.499323 new key \033Oj: 0x200000010e273 (KP*[K])
1765908736.499325 new key \033Om: 0x200000010e274 (KP-[K])
1765908736.499326 new key \033Ow: 0x200000010e275 (KP7[K])
1765908736.499328 new key \033Ox: 0x200000010e276 (KP8[K])
1765908736.499329 new key \033Oy: 0x200000010e277 (KP9[K])
1765908736.499331 new key \033Ok: 0x200000010e278 (KP+[K])
1765908736.499332 new key \033Ot: 0x200000010e279 (KP4[K])
1765908736.499335 new key \033Ou: 0x200000010e27a (KP5[K])
1765908736.499336 new key \033Ov: 0x200000010e27b (KP6[K])
1765908736.499338 new key \033Oq: 0x200000010e27c (KP1[K])
1765908736.499339 new key \033Or: 0x200000010e27d (KP2[K])
1765908736.499341 new key \033Os: 0x200000010e27e (KP3[K])
1765908736.499342 new key \033OM: 0x200000010e27f (KPEnter[K])
1765908736.499344 new key \033Op: 0x200000010e280 (KP0[K])
1765908736.499345 new key \033On: 0x200000010e281 (KP.[K])
1765908736.499347 new key \033OA: 0x400000010e26e (Up[C])
1765908736.499348 new key \033OB: 0x400000010e26f (Down[C])
1765908736.499350 new key \033OC: 0x400000010e271 (Right[C])
1765908736.499351 new key \033OD: 0x400000010e270 (Left[C])
1765908736.499353 new key \033[A: 0x400000010e26e (Up[C])
1765908736.499354 new key \033[B: 0x400000010e26f (Down[C])
1765908736.499356 new key \033[C: 0x400000010e271 (Right[C])
1765908736.499357 new key \033[D: 0x400000010e270 (Left[C])
1765908736.499359 new key \033\033OA: 0x410000010e26e (M-Up[C])
1765908736.499361 new key \033\033OB: 0x410000010e26f (M-Down[C])
1765908736.499362 new key \033\033OC: 0x410000010e271 (M-Right[C])
1765908736.499364 new key \033\033OD: 0x410000010e270 (M-Left[C])
1765908736.499365 new key \033\033[A: 0x410000010e26e (M-Up[C])
1765908736.499367 new key \033\033[B: 0x410000010e26f (M-Down[C])
1765908736.499368 new key \033\033[C: 0x410000010e271 (M-Right[C])
1765908736.499369 new key \033\033[D: 0x410000010e270 (M-Left[C])
1765908736.499371 new key \033OH: 0x10e269 (Home)
1765908736.499372 new key \033OF: 0x10e26a (End)
1765908736.499374 new key \033\033OH: 0x810000010e269 (M-Home[I])
1765908736.499376 new key \033\033OF: 0x810000010e26a (M-End[I])
1765908736.499377 new key \033[H: 0x10e269 (Home)
1765908736.499378 new key \033[F: 0x10e26a (End)
1765908736.499380 new key \033\033[H: 0x810000010e269 (M-Home[I])
1765908736.499382 new key \033\033[F: 0x810000010e26a (M-End[I])
1765908736.499383 new key \033Oa: 0x20000010e26e (C-Up)
1765908736.499385 new key \033Ob: 0x20000010e26f (C-Down)
1765908736.499386 new key \033Oc: 0x20000010e271 (C-Right)
1765908736.499388 new key \033Od: 0x20000010e270 (C-Left)
1765908736.499389 new key \033[a: 0x40000010e26e (S-Up)
1765908736.499391 new key \033[b: 0x40000010e26f (S-Down)
1765908736.499392 new key \033[c: 0x40000010e271 (S-Right)
1765908736.499393 new key \033[d: 0x40000010e270 (S-Left)
1765908736.499395 new key \033[11~: 0x10e25b (F1)
1765908736.499396 new key \033[12~: 0x10e25c (F2)
1765908736.499398 new key \033[13~: 0x10e25d (F3)
1765908736.499399 new key \033[14~: 0x10e25e (F4)
1765908736.499400 new key \033[15~: 0x10e25f (F5)
1765908736.499402 new key \033[17~: 0x10e260 (F6)
1765908736.499403 new key \033[18~: 0x10e261 (F7)
1765908736.499405 new key \033[19~: 0x10e262 (F8)
1765908736.499406 new key \033[20~: 0x10e263 (F9)
1765908736.499407 new key \033[21~: 0x10e264 (F10)
1765908736.499409 new key \033[23~: 0x40000010e25b (S-F1)
1765908736.499410 new key \033[24~: 0x40000010e25c (S-F2)
1765908736.499412 new key \033[25~: 0x40000010e25d (S-F3)
1765908736.499413 new key \033[26~: 0x40000010e25e (S-F4)
1765908736.499415 new key \033[28~: 0x40000010e25f (S-F5)
1765908736.499416 new key \033[29~: 0x40000010e260 (S-F6)
1765908736.499417 new key \033[31~: 0x40000010e261 (S-F7)
1765908736.499419 new key \033[32~: 0x40000010e262 (S-F8)
1765908736.499420 new key \033[33~: 0x40000010e263 (S-F9)
1765908736.499422 new key \033[34~: 0x40000010e264 (S-F10)
1765908736.499423 new key \033[23$: 0x40000010e265 (S-F11)
1765908736.499425 new key \033[24$: 0x40000010e266 (S-F12)
1765908736.499426 new key \033[11^: 0x20000010e25b (C-F1)
1765908736.499427 new key \033[12^: 0x20000010e25c (C-F2)
1765908736.499429 new key \033[13^: 0x20000010e25d (C-F3)
1765908736.499430 new key \033[14^: 0x20000010e25e (C-F4)
1765908736.499432 new key \033[15^: 0x20000010e25f (C-F5)
1765908736.499433 new key \033[17^: 0x20000010e260 (C-F6)
1765908736.499434 new key \033[18^: 0x20000010e261 (C-F7)
1765908736.499436 new key \033[19^: 0x20000010e262 (C-F8)
1765908736.499439 new key \033[20^: 0x20000010e263 (C-F9)
1765908736.499440 new key \033[21^: 0x20000010e264 (C-F10)
1765908736.499442 new key \033[23^: 0x20000010e265 (C-F11)
1765908736.499443 new key \033[24^: 0x20000010e266 (C-F12)
1765908736.499445 new key \033[11@: 0x60000010e25b (C-S-F1)
